EC	log2_fold_change	valor_p_ajustado
2.7.7.69	6.8174866918153505	6.66054223765294e-05
1.3.3.3	6.7477094023159	8.285085115075e-06
3.4.19.1	6.74587073044461	0.0010719552819489998
3.1.1.11	6.74316766261687	9.791386375039429e-11
3.4.23.40	6.661261935903929	0.004990047765510999
6.3.2.19	6.5456642187308205	0.008322224028507
3.6.1.1	6.54255591640512	2.74129513789277e-16
3.1.4.46	6.4864874478217605	0.000143977499135
5.4.3.8	6.461661464865	0.003090751241467
1.11.1.7	6.358502128552001	8.989894105652849e-07
3.1.1.11	6.190247142596999	0.0075083833641380006
3.2.1.39	6.034648692192481	1.9186321608430302e-05
3.4.25.1	6.013811694718361	0.00038285462815699996
2.7.6.1	5.929053713814531	7.22412322498495e-05
2.7.11.1	5.811234199824639	0.00849934013624
3.4.23.40	5.7082919664604495	0.000322356230481
1.14.13.28	5.707355269138	0.00023921166181599998
2.1.1.112	5.540574048819559	0.005778016195627
3.1.3.11	5.479062245974211	5.2323824702996695e-06
3.1.1.3	5.46939970323825	1.4272287843472901e-15
3.4.22.14	5.4458326285891605	0.00011136661380299998
2.5.1.18	5.2294638494318395	0.00012782262807899998
3.6.3.6	5.183057609670571	0.0006508196284620001
3.6.4.13,3.6.4.12	4.9148987904499295	9.80547807332903e-05
1.1.1.195	4.895941530403911	3.94567025349306e-05
3.4.19.3	4.75194494559672	3.20358124719815e-05
2.3.1.61	4.7141531794252005	0.006285119638815
2.3.1.171	4.7048663062511595	0.001265898663948
3.6.5.3	4.59179357512277	2.0068348828022303e-05
3.4.24.70	4.56118501142087	0.004552327110139
2.7.7.4	4.49616986179464	0.0009183743022919999
2.4.1.85	4.43095967672566	1.44209733758773e-08
3.6.5.3	4.30595259336904	0.008424666132862
3.5.1.14	4.30232151938971	0.001432756433619
2.7.11.1	4.24604341339138	1.7790722716771498e-11
2.4.1.207	4.12515652324414	0.000162859625054
1.2.1.8	4.0849060172537595	0.00015275291722400002
1.2.1.2	4.02817799330338	0.008561710866356
2.7.1.40	3.8689808332365203	0.00029462571593299997
4.1.2.13	3.8228583517866896	0.0026743988055270003
3.4.25.1	3.7972487194492697	0.004295037160609
2.4.1.207	3.681520870495	0.005204547764566
3.6.5.3	3.4024886721763394	0.0026994994897229997
